Users,Bandwidth,Latency,SignalStrength,PacketLoss,Throughput,Jitter,EnergyConsumption,HandoverRate,MobilitySpeed,EdgeServerLoad,NetworkSlice,Congestion
1129,1107,5.0,77,5.29,786.59,9.04,42.15,7.49,39,36,mMTC,Low
2771,246,40.51,94,7.12,148.24,17.35,38.81,11.56,108,24,URLLC,High
4062,1571,30.67,91,6.78,1247.29,15.55,72.81,9.98,73,46,eMBB,Medium
4642,1039,57.33,51,5.43,389.86,17.38,104.12,5.56,65,67,mMTC,High
5030,488,74.98,84,4.49,268.83,17.42,54.88,8.85,167,14,URLLC,Medium
3277,1515,22.17,66,5.73,870.23,15.92,94.82,1.54,5,82,eMBB,Medium
3822,1307,23.33,56,3.44,615.39,6.28,56.62,6.15,111,16,eMBB,Low
5006,273,56.3,89,2.46,112.84,18.04,79.27,3.35,17,50,mMTC,Medium
5620,314,95.12,91,5.7,131.67,25.76,115.31,1.93,80,93,URLLC,High
5607,797,41.89,47,5.45,217.4,16.25,72.36,5.12,101,19,mMTC,Medium
5154,1253,70.65,81,7.1,826.03,21.76,102.24,1.57,109,71,mMTC,Medium
1575,1262,5.37,96,1.61,1155.89,4.47,44.45,8.39,29,35,URLLC,Low
2996,1382,39.45,88,6.81,1072.24,18.16,92.47,5.47,121,77,URLLC,Medium
908,895,10.54,63,4.64,519.35,9.91,52.05,6.37,148,33,eMBB,Low
1078,483,48.29,56,5.46,231.22,16.4,87.94,1.76,61,87,eMBB,High
2563,972,31.65,99,4.3,863.72,13.97,74.63,1.68,137,50,eMBB,Low
825,757,38.96,63,7.38,426.96,17.91,85.57,7.0,119,74,mMTC,High
2601,1414,8.4,82,3.24,1063.15,7.18,49.9,11.82,106,26,URLLC,Low
3462,147,58.75,39,3.72,5.0,17.82,67.74,1.16,140,33,mMTC,Medium
1316,1566,5.45,69,4.35,1008.47,11.28,46.78,3.43,75,36,eMBB,Low
4151,167,46.49,80,5.9,23.26,20.01,43.96,10.43,8,16,URLLC,High
2297,296,51.73,69,3.74,140.45,15.85,86.46,0.87,38,82,URLLC,Medium
6099,80,70.43,79,8.9,5.0,27.79,62.25,10.51,23,21,URLLC,High
2906,1238,56.32,47,10.31,459.22,28.29,111.45,6.29,124,94,URLLC,High
878,1454,5.0,44,2.33,605.39,6.39,27.08,4.9,117,12,eMBB,Low
1072,219,48.81,100,7.06,179.32,19.3,87.24,3.72,33,88,URLLC,High
2910,697,56.82,59,6.98,314.56,23.9,103.1,3.57,60,94,eMBB,High
5734,212,66.44,78,2.91,18.0,15.03,68.29,3.67,168,19,eMBB,Medium
5612,1723,43.52,94,8.63,1362.84,23.42,83.82,10.62,132,42,URLLC,Medium
2223,257,37.81,81,5.69,142.72,17.56,74.75,8.69,78,55,URLLC,High
698,889,9.5,74,9.1,590.52,15.84,74.55,8.04,49,68,mMTC,High
3441,1461,50.25,41,11.74,454.38,25.92,95.7,9.58,131,61,URLLC,High
324,459,5.0,80,0.0,359.1,0.5,28.11,3.09,50,15,URLLC,Low
5749,987,30.41,57,6.81,386.94,11.79,57.67,7.42,51,11,URLLC,Medium
6356,737,77.69,80,6.64,398.08,24.92,81.1,5.52,121,38,URLLC,High
6494,529,87.97,47,12.76,59.84,35.03,98.35,9.39,166,49,eMBB,High
940,665,29.9,55,5.93,324.18,21.69,79.91,3.71,7,70,eMBB,Medium
1914,542,62.08,35,10.06,125.95,30.39,91.69,7.72,112,77,eMBB,High
4909,1069,66.07,53,11.14,391.25,30.97,104.87,10.59,44,77,URLLC,High
1206,1211,5.0,94,0.0,1108.19,3.56,54.61,4.83,87,38,eMBB,Low
224,201,12.23,67,4.51,124.01,11.28,68.52,0.8,27,71,eMBB,Medium
3346,96,69.36,38,8.17,5.0,24.05,91.44,6.19,118,69,eMBB,High
5288,1299,78.01,37,11.47,302.49,32.29,129.52,4.15,106,93,mMTC,High
3031,406,49.58,86,9.69,245.19,27.46,63.86,8.07,26,50,eMBB,High
5475,397,101.81,62,13.26,82.07,38.95,125.88,11.41,161,91,URLLC,High
5946,888,95.47,89,8.1,588.32,31.75,107.11,5.83,80,74,eMBB,High
4225,1582,29.86,91,7.5,1244.02,19.47,97.09,5.59,100,73,URLLC,Medium
3071,1355,46.67,50,9.16,549.01,23.45,94.2,7.86,61,88,eMBB,High
2117,582,40.63,58,6.98,265.0,19.48,87.51,1.24,61,72,eMBB,High
2515,198,57.3,75,4.19,80.44,19.1,77.7,3.04,165,57,URLLC,High
4690,1777,32.36,81,9.14,1212.49,22.93,63.34,11.03,25,29,eMBB,Medium
3196,789,57.23,65,7.23,402.05,23.49,74.18,8.04,120,46,eMBB,High
1709,1601,14.02,64,3.48,952.2,8.41,81.39,0.16,23,73,eMBB,Low
817,1589,24.61,52,7.84,751.87,18.93,92.97,2.46,38,95,eMBB,Medium
3661,124,47.61,78,6.04,5.0,14.79,46.41,8.19,123,14,eMBB,Medium
1116,393,12.38,61,7.97,195.91,18.73,52.56,9.17,20,43,eMBB,High
3665,1282,36.44,60,5.82,640.27,16.19,76.53,10.08,93,48,mMTC,Medium
5533,497,82.36,94,6.56,303.32,24.51,107.72,3.51,174,76,URLLC,High
4801,635,84.18,52,13.59,172.78,39.45,122.04,11.17,114,90,URLLC,High
4570,1181,52.79,90,6.2,893.73,21.19,98.86,6.64,175,71,eMBB,Medium
2060,405,34.68,65,7.7,194.86,17.38,51.04,8.36,120,33,mMTC,High
1148,1793,5.0,93,1.36,1619.89,3.35,26.31,7.16,12,12,eMBB,Low
1457,1460,36.45,36,4.66,468.76,14.56,100.45,1.47,130,80,eMBB,Medium
3526,1519,47.62,73,12.16,908.35,29.19,94.48,11.56,159,76,URLLC,High
215,594,45.6,95,3.38,543.03,17.2,85.89,1.47,162,88,eMBB,Medium
2195,293,52.66,97,2.99,222.25,14.52,71.89,3.06,18,59,eMBB,Medium
1901,153,40.39,52,8.64,26.31,21.7,62.9,9.76,141,38,URLLC,High
2246,1666,44.55,51,11.41,712.72,26.06,102.99,7.42,175,83,mMTC,High
5678,1682,59.02,73,8.67,997.2,23.71,80.23,10.06,80,41,URLLC,High
5742,588,78.86,88,4.56,354.23,22.73,75.76,6.19,122,48,URLLC,High
1720,411,23.75,69,3.69,231.87,9.61,38.82,4.52,67,18,mMTC,Low
4880,1196,34.23,45,6.68,386.24,17.14,70.37,11.06,172,23,eMBB,Medium
3050,767,37.59,95,5.31,620.16,16.19,91.9,0.44,18,77,eMBB,Medium
3892,736,53.17,78,9.28,432.38,25.47,90.54,10.27,63,73,eMBB,High
5667,1622,53.14,59,5.69,769.93,19.51,79.85,2.77,100,29,eMBB,Medium
3041,1372,10.77,82,5.13,1000.92,10.92,58.01,10.18,65,37,eMBB,Low
5795,1479,39.12,66,0.99,823.21,9.97,64.57,1.67,65,23,mMTC,Low
6364,1107,80.04,38,6.26,239.62,30.33,94.84,6.96,74,53,URLLC,High
5005,1241,56.16,72,10.08,693.34,29.7,114.58,10.66,44,86,URLLC,High
1077,1334,5.0,97,3.53,1228.99,6.18,51.14,5.68,86,48,eMBB,Low
6297,679,67.74,81,7.91,356.31,28.07,81.49,8.96,66,37,mMTC,High
3166,1632,38.79,35,11.11,439.17,23.76,88.07,9.66,2,73,mMTC,High
5550,1155,71.02,37,11.3,248.36,30.86,87.73,8.84,165,41,mMTC,High
883,1749,5.0,96,4.64,1592.04,10.2,28.53,11.1,169,18,eMBB,Low
340,404,16.58,98,3.07,377.29,9.56,49.37,5.36,167,37,URLLC,Low
5974,1071,50.36,51,5.2,373.19,19.11,76.77,2.08,177,26,eMBB,Medium
1653,796,43.21,96,4.68,693.03,14.55,95.53,0.57,162,86,eMBB,Medium
4678,802,58.08,69,4.38,416.23,16.73,89.42,2.96,23,64,eMBB,Medium
1112,356,24.98,47,0.96,138.18,6.39,40.69,1.72,87,19,URLLC,Low
286,615,22.87,69,4.29,402.03,10.91,83.25,6.7,16,89,URLLC,Medium
1981,1589,5.0,77,0.0,1174.0,2.68,37.56,2.22,39,15,eMBB,Low
5148,1619,59.65,36,2.4,442.48,14.26,100.85,0.47,171,57,eMBB,Medium
5583,231,89.53,90,6.96,56.27,27.33,116.18,0.43,150,84,URLLC,High
4686,1034,44.42,85,11.24,679.43,23.85,93.37,9.98,5,76,eMBB,High
530,1586,5.0,88,2.89,1348.82,7.56,56.27,7.1,148,50,eMBB,Low
338,338,52.15,50,6.75,151.04,21.51,87.24,4.3,118,88,eMBB,High
2445,403,50.99,52,12.08,127.34,25.14,93.29,10.73,119,69,mMTC,High
175,1096,17.78,41,4.16,429.41,11.16,87.75,0.84,34,86,eMBB,Medium
1456,948,26.59,79,8.66,658.47,18.71,63.81,11.76,112,51,eMBB,High
6119,1271,81.72,70,11.97,647.98,36.61,117.47,7.4,28,90,eMBB,High
5977,767,78.7,75,5.96,397.25,24.09,106.0,2.2,6,80,mMTC,High
5022,389,62.66,76,6.11,155.04,20.06,71.7,8.15,52,37,URLLC,High
2430,882,33.88,41,5.82,283.33,19.45,60.83,9.16,164,22,URLLC,Medium
4786,1582,62.35,49,6.78,611.73,25.89,113.96,5.15,22,90,eMBB,High
6315,1159,41.71,94,7.01,867.94,19.05,73.42,10.34,96,24,URLLC,Medium
2002,699,46.61,74,4.46,447.99,16.72,64.98,1.81,135,45,eMBB,Medium
6106,552,66.22,71,4.28,225.29,18.28,71.32,3.35,75,24,URLLC,Medium
4113,1399,59.84,100,7.32,1210.84,19.8,104.72,1.12,175,84,mMTC,Medium
4770,540,54.07,89,4.5,343.33,20.02,87.6,2.53,9,65,URLLC,Medium
5087,1427,27.28,90,1.95,1136.26,6.63,50.6,2.86,116,13,mMTC,Low
2159,893,29.15,78,9.32,588.47,23.64,72.76,11.01,23,61,URLLC,High
240,925,5.0,91,0.0,835.75,2.29,31.45,0.94,174,19,eMBB,Low
1889,1244,13.17,40,7.13,420.81,15.07,71.07,5.13,38,54,mMTC,Medium
3726,746,60.01,66,9.73,359.29,27.26,106.15,6.39,65,93,eMBB,High
116,341,5.0,52,8.34,162.1,16.48,44.93,10.78,5,38,URLLC,High
5282,1523,52.72,41,9.17,444.66,23.22,96.05,11.97,20,62,eMBB,High
4448,1344,39.66,42,7.86,416.31,23.17,74.2,9.04,72,38,eMBB,High
564,434,18.28,98,5.48,391.8,12.89,40.43,11.65,73,32,eMBB,Medium
4571,849,53.4,41,8.76,208.4,27.49,94.11,9.45,35,66,eMBB,High
1927,1692,16.01,75,10.48,1110.0,20.45,89.49,11.56,130,59,URLLC,High
3128,259,41.83,74,6.44,103.17,18.76,62.21,8.49,169,30,URLLC,High
619,145,28.06,37,1.27,37.61,7.74,67.89,0.96,172,52,eMBB,Low
6056,899,59.28,51,4.15,291.23,18.88,68.53,4.82,43,19,eMBB,Medium
189,1451,10.56,100,8.12,1348.09,19.33,77.55,7.76,90,85,URLLC,Medium
4915,250,73.47,86,4.0,84.96,19.15,74.15,4.21,160,39,eMBB,Medium
2951,553,37.88,56,3.73,226.28,12.9,83.14,3.28,59,60,URLLC,Medium
2943,613,45.45,38,6.89,145.99,19.86,72.85,6.93,92,42,URLLC,High
4825,1470,42.41,40,9.2,422.29,18.64,72.62,11.2,82,27,mMTC,High
1984,1210,42.36,72,3.77,794.23,12.92,89.26,0.42,82,87,URLLC,Medium
4271,518,55.7,60,8.24,182.68,23.05,64.52,9.23,76,31,eMBB,High
1025,914,32.95,45,9.09,354.52,26.66,79.72,8.67,25,73,URLLC,High
3834,306,56.02,51,9.37,48.02,26.53,62.77,11.57,20,30,eMBB,High
6001,1547,39.95,65,2.81,831.98,12.95,62.26,11.17,119,10,eMBB,Low
1069,521,20.36,69,5.35,316.74,9.82,38.38,9.15,129,24,mMTC,Medium
1194,475,43.18,50,6.07,195.64,17.97,65.92,6.24,174,45,eMBB,Medium
6224,807,83.1,52,7.37,238.27,29.36,100.54,2.45,107,56,mMTC,High
3295,1684,38.48,96,5.06,1466.1,20.56,85.77,6.54,157,63,mMTC,Low
1504,163,61.06,61,10.77,52.91,27.93,92.62,9.18,26,95,mMTC,High
3464,1718,12.86,69,7.66,1023.15,11.71,63.07,10.75,70,41,mMTC,Medium
4390,1654,34.7,79,10.57,1081.82,22.66,103.06,9.48,147,67,eMBB,High
4082,1116,42.57,69,2.19,653.94,9.84,84.61,2.34,49,55,eMBB,Low
4423,772,52.66,62,8.9,332.57,23.08,91.95,7.2,94,63,URLLC,High
4113,572,52.17,43,7.62,127.52,24.16,72.03,3.99,22,42,eMBB,High
5655,1371,60.98,49,5.21,501.25,20.52,100.34,0.11,140,48,URLLC,Medium
4656,1628,42.14,55,5.29,739.53,14.32,69.12,2.4,80,32,URLLC,Medium
4813,1223,53.93,86,2.76,907.26,17.23,84.24,1.36,131,52,URLLC,Low
3192,1049,53.77,69,11.57,574.22,33.13,83.95,10.11,141,64,eMBB,High
4259,432,30.48,85,0.11,260.39,2.26,42.17,3.1,19,11,eMBB,Low
6408,1160,89.48,89,7.66,806.3,31.48,105.19,3.42,123,75,eMBB,High
2174,119,43.46,78,7.89,32.37,20.9,61.97,11.52,12,47,eMBB,High
384,1439,5.0,99,1.27,1399.93,1.17,43.96,4.55,2,38,mMTC,Low
5879,719,76.95,59,3.35,265.39,16.64,120.78,0.12,174,76,eMBB,Medium
5033,252,96.63,81,5.24,69.38,25.4,106.17,3.41,130,80,eMBB,High
5026,1650,52.72,90,4.99,1297.6,16.93,70.58,1.43,128,45,eMBB,Low
1287,338,25.39,72,0.0,211.18,4.87,53.29,1.23,89,38,URLLC,Low
4069,596,62.52,45,5.02,155.26,24.08,86.64,0.93,151,46,URLLC,High
3065,809,36.35,49,5.09,302.97,14.18,68.99,7.12,34,54,eMBB,Medium
4419,602,34.07,35,1.83,97.01,6.43,59.47,2.27,13,25,eMBB,Low
883,918,14.22,41,5.17,338.09,10.69,58.81,4.33,140,40,eMBB,Medium
1049,196,54.93,35,9.83,36.76,28.68,59.83,10.34,174,43,eMBB,High
4039,263,68.83,83,6.63,105.25,23.17,75.01,5.09,49,59,URLLC,High
144,1219,5.0,63,10.41,697.75,19.9,71.38,10.99,77,74,URLLC,High
1910,241,60.51,60,8.92,86.1,26.4,100.43,5.98,153,91,eMBB,High
4666,1682,54.71,79,8.78,1114.91,24.9,85.87,4.79,2,71,eMBB,Medium
2181,622,38.33,46,6.56,215.95,21.23,80.35,9.0,178,52,mMTC,High
3598,1690,23.08,66,1.35,1012.9,4.51,91.83,0.88,39,65,URLLC,Low
929,1340,5.0,54,0.39,698.02,0.5,44.56,1.07,163,24,URLLC,Low
2009,918,12.23,85,5.6,693.66,9.9,70.87,7.82,50,57,eMBB,Medium
6464,1169,59.26,70,5.75,617.49,21.13,88.87,5.84,0,58,URLLC,High
6087,1173,84.27,35,12.6,215.27,36.7,126.91,9.48,103,90,eMBB,High
2681,526,42.98,61,11.39,223.38,28.52,74.85,11.0,160,53,URLLC,High
791,495,21.9,74,1.87,340.82,6.97,37.41,4.66,134,19,mMTC,Low
4119,611,42.14,48,2.99,183.0,12.28,55.16,7.16,116,29,eMBB,Medium
5586,520,91.66,40,7.93,54.6,30.64,114.45,6.01,115,79,eMBB,High
1031,817,5.0,67,9.08,480.2,19.73,34.81,11.78,51,17,eMBB,Medium
5036,543,65.06,89,11.22,312.18,28.46,87.64,9.97,119,54,eMBB,High
6134,475,75.48,53,9.62,78.22,28.1,92.88,10.94,138,43,eMBB,High
5769,790,79.76,63,8.13,319.76,28.26,98.36,3.05,154,60,eMBB,High
6482,1654,42.08,95,5.44,1338.02,20.89,51.65,9.27,141,13,mMTC,Low
3506,1760,34.97,58,6.39,878.79,15.01,79.12,3.19,85,48,URLLC,Medium
247,1660,5.0,57,3.43,912.98,6.71,92.33,2.5,45,93,eMBB,Low
1132,474,35.26,44,6.74,168.55,16.05,55.94,11.33,75,33,mMTC,High
1411,405,21.08,88,4.24,308.53,11.8,67.85,0.23,9,64,eMBB,Low
487,1194,5.0,75,4.01,853.4,3.59,49.14,11.58,151,35,mMTC,Low
3221,829,42.76,83,2.56,592.87,9.98,66.88,1.79,60,34,eMBB,Low
1973,1173,38.36,51,8.12,508.42,23.27,53.16,9.83,17,45,mMTC,High
3688,1269,58.71,90,7.62,977.38,23.54,99.36,3.31,85,80,URLLC,High
1015,721,34.88,79,6.48,513.46,15.8,92.68,4.21,136,83,mMTC,Medium
1978,293,56.58,64,5.68,129.19,19.75,83.84,2.6,144,67,mMTC,High
3848,1704,21.67,78,3.18,1197.7,9.18,55.14,7.03,127,21,eMBB,Low
377,1438,5.0,89,0.0,1270.4,2.02,16.8,4.18,103,10,mMTC,Low
2077,448,40.05,53,7.66,170.36,16.08,84.17,7.89,140,59,eMBB,High
1959,1687,11.13,63,2.56,991.16,4.28,62.52,0.19,177,34,eMBB,Low
3136,1780,38.98,36,5.65,532.23,14.71,113.83,0.77,100,89,eMBB,Medium
3471,128,28.05,70,2.96,5.0,11.34,41.79,1.2,5,14,URLLC,Low
6021,1155,81.8,53,11.25,404.24,33.84,124.28,5.03,84,92,eMBB,High
6029,1392,74.32,41,12.63,359.93,37.73,113.33,9.78,50,77,URLLC,High
4813,1729,27.0,60,5.95,865.64,16.63,60.23,10.66,35,15,URLLC,Medium
5826,1342,45.86,72,2.58,799.82,11.95,74.77,2.94,70,35,mMTC,Low
2282,212,56.74,37,11.56,13.83,29.77,89.33,6.89,99,64,mMTC,High
4775,1078,46.26,100,8.25,884.51,24.94,73.66,9.22,24,48,eMBB,Medium
1270,865,7.99,77,0.85,629.58,5.75,34.25,3.47,138,18,eMBB,Low
589,1269,5.0,96,5.9,1143.62,10.74,47.06,4.91,43,54,eMBB,Low
2625,1477,5.0,58,4.31,760.27,6.26,48.14,6.29,13,23,eMBB,Low
1282,452,30.97,73,1.5,293.79,3.92,72.6,1.62,28,64,eMBB,Low
4579,1581,12.33,78,0.0,1118.71,0.5,49.56,0.31,73,18,eMBB,Low
4358,558,50.15,39,4.67,100.2,17.91,67.03,1.83,49,24,eMBB,Medium
2588,911,31.42,89,7.99,692.1,20.14,54.32,7.52,4,46,mMTC,Medium
1976,729,37.7,64,7.42,388.31,18.05,77.66,0.88,109,59,URLLC,Medium
5408,1694,60.8,63,7.43,865.94,26.18,126.37,2.28,121,93,eMBB,High
2562,761,62.48,60,8.84,358.91,25.86,99.61,4.05,87,81,URLLC,High
5558,1738,40.83,60,1.34,892.21,8.45,63.06,0.93,56,30,eMBB,Low
1730,767,34.23,71,3.04,487.52,13.67,78.18,2.3,25,66,eMBB,Low
5400,1403,36.93,87,4.07,1044.21,15.64,62.03,10.94,5,28,URLLC,Low
387,161,29.55,64,3.99,89.94,12.0,72.03,0.23,143,67,URLLC,Medium
6053,166,78.02,37,9.66,5.0,31.5,68.13,7.84,59,15,eMBB,High
4382,304,58.36,77,4.95,114.87,20.21,54.24,4.61,99,13,mMTC,Medium
2007,95,40.07,41,8.12,5.0,25.37,59.32,8.07,11,52,mMTC,High
1261,901,5.0,83,6.53,675.61,11.74,54.95,7.06,74,51,URLLC,Medium
229,1461,5.0,75,4.95,1044.83,6.96,24.87,2.68,2,12,URLLC,Low
6437,242,64.26,88,5.22,42.77,21.69,59.06,10.17,62,10,URLLC,High
2463,1713,11.94,61,1.72,968.38,5.2,84.04,5.9,133,64,eMBB,Low
6083,1771,42.2,42,8.03,541.97,21.47,65.62,9.87,18,24,eMBB,Medium
243,593,16.3,66,6.38,364.5,13.72,58.94,4.87,17,56,eMBB,Medium
115,429,18.93,98,7.31,391.93,12.65,90.96,11.82,79,94,URLLC,High
344,760,40.28,44,10.05,297.79,24.86,76.56,9.25,170,55,URLLC,High
1026,1567,17.44,47,9.01,655.54,17.74,74.3,11.59,72,67,eMBB,High
3278,1478,23.48,97,6.67,1272.02,14.95,100.04,6.17,130,80,mMTC,Medium
2276,1195,50.03,69,6.96,719.83,20.04,109.05,5.68,125,90,mMTC,High
5102,260,92.23,95,10.01,98.85,33.54,108.57,9.07,71,92,URLLC,High
986,822,20.15,88,5.11,667.91,12.83,60.8,10.56,37,48,URLLC,Medium
440,1404,5.0,42,7.13,543.64,12.96,29.35,11.57,67,12,mMTC,Medium
2151,739,40.78,63,3.36,398.76,15.36,63.4,3.89,171,39,eMBB,Low
3498,1292,26.84,75,7.22,823.25,18.62,66.97,9.58,79,44,mMTC,Medium
5629,1417,52.77,64,5.68,723.23,19.01,97.49,2.53,41,66,eMBB,Medium
4050,572,43.24,55,4.22,202.29,12.89,66.27,6.55,63,38,mMTC,Medium
405,1002,5.0,45,3.53,427.51,8.06,62.27,2.16,77,59,eMBB,Low
1007,207,53.87,36,8.04,44.35,22.73,84.62,4.17,126,71,mMTC,High
2754,1622,19.41,84,9.72,1183.27,19.68,82.89,11.18,104,61,mMTC,Medium
3892,1529,5.0,75,2.72,1023.46,2.89,50.31,1.75,75,23,eMBB,Low
4142,1662,30.19,100,3.5,1509.98,12.21,71.47,7.59,164,44,URLLC,Low
1471,644,38.91,37,7.25,187.11,24.52,59.56,7.12,131,37,mMTC,High
420,1290,5.0,85,0.0,1086.0,0.5,65.91,1.45,129,67,URLLC,Low
4754,629,54.97,59,6.49,232.19,22.17,77.67,3.91,121,39,mMTC,High
4159,532,42.6,64,6.47,218.15,21.16,49.15,6.76,43,16,URLLC,Medium
5400,550,53.73,45,0.79,110.87,9.97,81.9,2.25,101,48,eMBB,Low
5605,1067,69.82,51,10.79,355.12,26.06,112.85,9.61,61,78,eMBB,High
5837,817,63.06,60,8.58,309.23,27.33,78.78,11.67,0,44,eMBB,High
1231,1668,5.0,57,2.86,897.33,5.92,72.25,2.58,16,61,mMTC,Low
2678,303,14.42,90,0.0,205.75,3.22,41.64,2.24,15,23,eMBB,Low
4142,233,53.98,86,6.93,85.26,21.61,87.69,5.46,8,72,URLLC,High
3467,639,27.53,82,7.92,402.72,20.74,67.73,8.97,58,45,URLLC,High
917,430,17.6,54,2.45,204.53,7.14,54.29,3.38,118,33,URLLC,Low
5390,1250,71.86,36,3.51,302.09,23.24,99.39,0.24,136,49,mMTC,Medium
111,1679,7.27,65,3.84,1053.65,9.23,50.59,6.49,139,38,mMTC,Low
294,428,28.23,61,8.89,234.39,22.22,65.59,11.48,118,62,eMBB,High
